uuid,prompt,topic
7d03c5ef-9190-506d-8f30-c0593538018a,"people are escaping  fastly  from the earthquake in Morocco in morning ,4k -motion 4    -neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting  ",earthquake
400cd346-5c8f-5f41-97ee-22bfa87a907b,"Danny Devito eating mud and swallowing, motion 3  ",eat
f0ada1cc-c963-59fd-a114-5345398f42ef,cyberpunk rabbit eating a carrot.  ,eat
e235b522-08e9-533b-9bd4-ffcd1619d346,while chewing food  ,eat
94af0607-b180-5bbb-85f1-52428ab362dd,Explosive food fight  ,eat
a4bd3c7d-606e-530d-86e7-1eecb434cc40,big fat guy eating pork  ,eat
85b4ef38-b8c2-5772-a36c-50eda97e5446,a cat eating a mouse in the forest  ,eat
53966dbe-f1ab-5d36-8443-2c014703cb6f,"a rabbit is sitting eating a big fluffly cloud of cotton candy,  16:9 -motion 2  ",eat
2691fc34-9997-5afe-9fa7-abab71784da8,Rabbit drinks protein  ,eat
f1844399-b287-52b6-9bf1-ec4a21df7fc8,"dolly zoom of fat filipino guy eating mike and ikes, animated, sunset, slow motion  ",eat
0d260479-499d-599d-a874-ee4de9b02ce8,"a little girl is eating chips happily, Movie Style : (IMAX–3D CINEMA FLIM, BROKEN MEN NO LOVE, SAD DRAMA)  -gs8 -m 4 -fps 24 - camera zoom in, pan up, medium shot,  ",eat
d4ae70e5-c495-5f54-b382-85e2a5be6fd2,vey big egg with legs running down the road  ,egg
ae8b0679-3fae-596e-b804-24c150461ac2,"Freddy, known for his cunning tricks, couldn&#39;t resist the allure of the colorful eggs and decided to join the fun in his own unique way.  ",egg
22f126ec-16e2-5ce0-abc3-ac3e8d4e3d3f,egg smashed on window of police car as windshield wipers smear it while the blue and red lights are flashing  ,egg
40a1ef8e-9586-5903-8f1b-9f8c68b99640,"un huevo animado, saltando  ",egg
6e40e533-30a4-5366-8041-2caed718e2e1,"Nano-Bio Interface for Egg Maturation: An image showing a nano-bio interface designed for egg maturation. This interface, resembling a delicate organic lattice, provides a nurturing environment for the egg, ensuring its optimal development. The structure appears both fluid and crystalline, illustrating the fusion of biology and nanotechnology.  ",egg
f2543411-f41f-550d-81be-cf1d75839761,image egg  ,egg
a60be5da-4903-557b-a2ed-6476d16b7373,a world full of egg people where humpty dumpty rules the world  ,egg
4c82703b-8beb-5f9b-8850-8f937d206fd6,Gallina que da huevo de oro  ,egg
a1ff324b-dd9a-5e9b-af99-2b4e3e2a8ea9,two eggs with chicken legs dancing  ,egg
f3fb4832-870d-556b-b074-849207f1ade1,"giant black egg moving from the the moon to the Earth, black and white, 16 mm, realism, -gs24, -motion 3  ",egg
6e0a5ff5-8d43-5474-9b59-e1864d4732eb,Pop Mart inspired toy in the theme of colorful floppy egg plant monster squirming  ,eggplant
0461c10a-6141-5723-b800-f038dc110dff,purple eggplant falls in water  ,eggplant
4639118e-8176-5b89-a089-1cdcc160c914,"an eggplant on a street, Studio Ghibli style  ",eggplant
700a2e08-659f-5d58-b1be-c648baf41ca6,eggplant oozing purple slime  ,eggplant
362c643f-5c5a-5865-bf08-9d4dca8608f9,"Creating vibrant, loaded baskets featuring the rich hues of purple eggplants.  ",eggplant
5c35c966-6501-5079-8e9d-b6080637b39f,eggplants grill  ,eggplant
2641dfb3-4dab-5ac9-8e9d-1e7d2d7b59f0,an adult girl is surprised by a large eggplant  ,eggplant
dd1555a5-7283-5039-b0bf-327a23e449b9,the vegetable eggplant zoom in  ,eggplant
0ccc0fbc-92af-5bb8-86ad-7112bb514c51,"little potato sleeping  in basket with eggplant is looking to potato , fps 24  ",eggplant
2b9e4abd-524c-5cbd-ab64-55e2b9fe63d8,an adult girl stands tall and is surprised by a large eggplant that is growing  ,eggplant
ddceb1ed-8782-538e-8f07-a66b68312da2,old kingdom  ,egypt
c5d6a9e4-9d9d-5487-99da-cf47b0582a66,"the Egyptian prince, on a white horse, with a crowd, and pyramids in the background, with a blue sky.  ",egypt
0aefd47c-23e9-5a96-b36d-82b20b0a04e6,ancient egyptian  ,egypt
ee4f32ef-8c4c-5a6b-84bf-8cbef0ee7d85,"the goddess isis at a funeral Establishing shot, frames: -fps24 motion: -motion2, guidance scale: -gs15, aspect ratio: -ar 16:9 -style raw, camera movement: -camera zoom in -neg morphing, -neg erratic fluctuation in motion, -neg noisy, -neg bad  ",egypt
054f065e-27a5-53cc-a4d7-88be732c80aa,"original nintendo selection gaming screen, except the cahracters are all egyptian and the game is in heiroglyphics  ",egypt
bd7737ae-2359-574d-a106-b62cbfbefc21,Space ship from Ancient Egypt flying over the desert  ,egypt
f3917735-8d06-5e03-bf06-086755b75c89,"the annunaki in ancient Egypt, 8k, colorful  ",egypt
4324653e-6b3d-567c-992b-cf038987a9c2,"a pharaohs king on his throne, She opens her big mouth and smiles, showing her teeth  ",egypt
70c7c49c-06f9-5484-b3af-0c5e7102b840,"An Egyptian man with distinct features from the 1850s era sits on a raised chair, passionately addressing a vast crowd of millions in front of him. The man is dressed in traditional attire of the time, sans the tarboosh (fez), reflecting the authenticity of the period. Medium: Photorealistic photography. Style: A sepia-toned representation capturing the essence of the 19th century. Lighting: Natural light highlighting the man with a subtle shadow cast over the attentive audience. Colors: Sepia shades with touches of gold. Composition: Nikon D850 DSLR camera, 85mm lens, resolution 45.7 megapixels, ISO sensitivity: 64, shutter speed 1/125, f/8, mid-shot capturing the man and the massive audience before him. -  ",egypt
d99234f0-1f67-5357-a69f-955778710f09,"Where Heracles, son of Zeus, first set foot in Egypt  ",egypt
729193fa-d486-5688-84ad-79283f74cff0,walking  cat by efel tower  Message: ai (Font: MODERN)  ,eiffel tower
e76d8174-dd09-500b-9c23-30bd0a3c9eb9,"apocalyspe in France, the Eiffel Tower collapses due to a tornado  ",eiffel tower
f6ee5893-2e96-5432-8727-4d7be5279b5e,Paris eiffel tower and mosque next to the lake  ,eiffel tower
ccbac60e-5951-5729-8930-cb27a7fbfb11,a man standing on front of eiffel tower looking how planes passes by in the sky  ,eiffel tower
9fd17bbd-c064-558b-b41a-5c417d1d710e,"action shot of the Eiffel tower exploding, high detail, photo realistic, 8K, cinematic light, -gs 24 -motion 4 -ar 16:9  ",eiffel tower
c66f4247-1ebf-5b18-82cc-9a7fad10c8be,-movement 4 make the eiffeltower swing  ,eiffel tower
b348b1a0-39ae-5dbf-aea8-2ffd2c1e0257,Eifel Tower after 50 years of human extinction  ,eiffel tower
2a672be8-28f6-515e-89ff-4bd1ee0daa88,realistic view of ifil tower Paris in darkness.  ,eiffel tower
b69c2138-e6e4-571f-8387-43222ce342a6,"Create a video viewed from the Trocad&#233;ro where a small military-style biplane from the early 20th century is flying below the first level of the Eiffel Tower, casting a shadow on the Seine River. The Eiffel Tower should be prominent in the background, with the Parisian skyline surrounding it.  ",eiffel tower
205a7119-f677-5256-a273-fc1bd8363d23,gen-2 The Eiffiel Tower being destroyed by a huge sinkhole  ,eiffel tower
1661ce27-9de4-54c2-b72a-54d8499b7cbd,a photorealistic image of a young einstein like figure as a teenager with a collage a mathematic equations and musical notes in the background. The image should evoke feelings of confusion due to failure and wonder about a new direction in life. Background should have elements of physics equations and musical symbols  ,einstein
ed773c26-334c-5d4a-a3df-993579ca4d02,albert Einstein talking with oppenheimer  ,einstein
255296d1-74cc-5448-89e3-d570008072c9,"Create a hilarious image where Albert Einstein, with his trademark wild hair, is hosting a zany science comedy show. He stands on a stage cluttered with oversized test tubes, beakers, and rubber chickens, while a rambunctious audience of scientists bursts into laughter at his physics-related jokes. A blackboard behind him is filled with amusing equations 3d animation-ar 9:16  ",einstein
7e167563-0fa3-569d-b03a-b209666eca0c,"Albert Einstein as a young child: quietly, dreamily, he speaks.  ",einstein
3128f628-fd7d-57c4-8e04-6e54daefd323,Einstein teaching on projector  ,einstein
fa03385e-c713-55fa-82c1-52e2622f1a72,Albert Einstein in a drugged asylum  ,einstein
7157e3a0-216d-5e30-8fb0-7de321d64b19,"Albert Einstein sitting on an old wooden chair, wearing a worn-out suit. His expression is thoughtful, and his wrinkles show the signs of a deep and inquisitive mind. In his lap, there is a notebook filled with equations and mathematical formulas. In the background, a tall bookshelf is filled with dusty books, revealing his love for reading and his relentless pursuit of knowledge. The soft light illuminates his face, highlighting his disheveled hair and distinctive features. This image portrays the iconic genius of Albert Einstein, real imagem details, high quality definition, -ar 9:16 -motio 3  ",einstein
8c7c40a8-668f-5482-8574-be3b7da906a7,"A final image of Winston Churchill, cigar in hand, his iconic silhouette etched in history  ",einstein
854919ff-aed4-5766-bc49-86c730b76e92,"zoom-in eye level of Einstein preparing for a fight in the matrix, cinematic HD, -ar 16:9 -motion 2 -gs 26  ",einstein
d76e9d33-769a-5ddc-842c-2519813e1752,albert einstien in playground ghibli sudios  ,einstein
9856cc39-2fde-5b6e-b364-cc57f80dafeb,old lady getting out of bed in an old exposed brick NYC apartment  ,elderly
3eb480a5-26c1-557d-8c43-5bacd87ab96c,an elderly woman walks slowly through a snowy moonlit forest  ,elderly
befead1d-515e-587c-88eb-10d0d2cb4794,"[in the park, cartoon, side view, trees, an old woman walks through a park, high res, sideview]  ",elderly
dcbf8761-d50a-569f-9069-8013689e5ade,"old grandmas shooting from pink riffle,Very Dynamic and realistic video, desert in background  ",elderly
126d5dc7-c56a-59d7-9b83-128c08c7a4e2,"Cinematic smooth realistic action, super slow motion, close up of an elder woman kneading bread on a table, warm lighting  ",elderly
4a617daa-30d7-5141-ab1c-6cee717a583f,Two crooked mouthed old ladies wearing floral clothes sitting under a tree chatting  ,elderly
f09d6877-029b-591e-b04e-3862e18b8cd3,"&quot;Craft an image with a stark black backdrop, portraying a disgruntled elderly woman in a wheelchair. Elaborate on the specifics of her agitated facial expressions, conveying the depth of her irritation and bitterness. Set the stage with vivid details of her posture and the wheelchair against the black background, creating a powerful visual contrast that accentuates the intensity of her emotions and the somber atmosphere.&quot; -ar 16:9 -motion 2  ",elderly
133002d2-a028-523a-a23c-c6bc4f146598,"Imagine a woman in her 50s with long, disheveled white hair. She wears torn, white clothing, giving her a haunting appearance. Capture her from head to toe with an eerie vibe.  ",elderly
93c4fbdb-bbd4-5c0b-b011-93264974791a,"old woman cycling <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""🚴""
    title=""person_biking""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f6b4.svg"">‍♀️ on a wild ride on a road with trees on both sides sunny sun flare  ",elderly
09eaba01-c43d-5e9a-a436-f7f93f63ba89,"Maria, a 70-year-old woman with sad eyes and full body, wearing black shoes, blue crochet gloves on her hand, and a gray lace dress, is alone in front of a large wall clock, leaning over a shelf full of family photos.  ",elderly
358ddef8-9200-5cad-b537-b3e4c784a0cc,a plug being unplugged from a wall socket  ,electricity
c20ae580-82ce-5aa4-b2cf-52678ad091e4,Electrical substation nuclear power plant  Message: BrestEnergo (Font: MODERN)  ,electricity
f339d25e-adff-5028-b0a6-7a8c6606af9c,"A bright, electrifying backdrop with various electric charge symbols and equations floating in the air.  ",electricity
26974515-dce1-57d7-a5ac-07d4a67d279b,"An electrified copper circuit from top to bottom, black background -camera pan down -ar 9:16 -hide  Message: MLAI (Font: MODERN)  ",electricity
54f4fd67-f64f-58d9-a184-87a58e5b1943,electric field around a conductor  ,electricity
80ac36dd-23b3-5ab7-8f0c-d821092e7cba,An electrician walks near an old mansion during a heavy storm at night.  ,electricity
05feb8ba-bd35-5846-b0b0-d07d54dffdf6,electric poles in fields covering sky with electric linse  ,electricity
cbc2f895-9121-57fb-92eb-406cc77a09bd,"A pair of hands gathers electric currents, generating a card  ",electricity
26b0f11f-7e4d-59ba-857b-b7cba729d155,loop de chispa electrica con plasma  ,electricity
9faf4455-2675-51ac-9d55-18a1327589d2,white robots and lightning  Message: 1 Attachment  ,electricity
0481eac5-3c02-57ff-95f0-724b0d83b855,a bear meet a elephant-ar 16:9  ,elephant
38bd1355-6718-56a3-8221-382396b3dead,"&quot;Create a visual of an elephant reaching out to touch the surface of the river with its trunk, a look of curiosity in its eyes.&quot;  ",elephant
a7ff69a8-f902-5f86-9fbe-9a68b05bf9f1,"elephant is running fast into dense forest , realistic ,cinematic ,  4K, --gs 22 --neg &quot;no serious tone&quot; --ar 16:9 --seed 1986  ",elephant
ff3449a4-0a75-5bf9-b9ea-25ca96a6c00e,Elephant wearing bizarre golden armor walking in a desert  ,elephant
2b2bede8-d0e6-53f4-ae1e-42c05600bada,"a elephant baby standing in river, cartoon style, disney style  ",elephant
5e95a9c0-dc4c-58da-8df8-fa7d41b8693a,"Minny the elephant, bathed in soft moonlight, stands tall with a peaceful expression, her eyes gazing up at a star-studded night sky.in a Ghibli animation style  ",elephant
d3a3912f-dfeb-5c32-92f8-14874cb5893f,a beautiful elephant in a jungle  ,elephant
4618fc79-4b76-5341-8592-a68b7b86f357,cat sitting upper the elephant  ,elephant
446c7b76-db57-5616-a5da-8a84701fbcf8,"In the very beautiful natural forest, a big elephant lived with own whole family. The elephant&#39;s family have six member which are elephant and his wife and four child (two are sister and are brother).  ",elephant
575bfd2a-f15e-5078-b735-1568cc7246f5,elephant running in the water  ,elephant
c69c8551-a471-5ff8-b995-97fb7ab2c2f2,"Ost-in-Edhil was established by the &#209;oldor early in the Second Age, located where the river Sirannon met the Glanduin. The Elvenway was eventually constructed to the West-gate of Khazad-d&#251;m under the shadow of the Misty Mountains, to facilitate communication and trade between the Dwarves and the Elves.  ",elf
799bca1d-7aec-5b88-bcfc-ad908dc7eda0,scary cartoon elves transofrming in and out of existence in style of Tarkovsky  ,elf
21e27290-3f8e-54a4-a111-c7894fe28072,"elf mixing up scrolls in toy workshop, 1967 zenith color, satire, antique television, 1899 visuals  ",elf
8e772014-2a6c-5f3f-8124-4e3b002395ef,"/imagine prompt: Dark Elf in Black Armor Runs Through the Trees of a Forest, Cinematic Style Pixel Art, 4K,16:9, Medieval Style Caricature Pixel Art. Zoom film directed by Peter Jackson Excitement Natural light --ar 21:9  ",elf
10c61841-3439-5eff-a0b1-49defd60b83d,elves getting boarding passes from North Pole airport  ,elf
bf2f1fef-6a2d-5521-8eab-5fdc00c3b8ff,terrifying christmas elves  ,elf
c9904f93-a6d4-5e1b-9c31-7fa985446cd4,"a highly realistic cinematic scene of chrome fantasy futuristic beautiful sexy goth female elves androids in transparent outfits playing on otherworldly haprs and synthesizers in an alien scenery landscape, techno, alien plants, dark cinematic, film grain  -ar 4:5  ",elf
999bece8-36c6-5750-b4ea-9e86be9718e8,"Christmas, Elf on the shelf prank  ",elf
fbd397bf-ce1a-5a4e-a184-cbc4bdef1a44,a elf ranger with a beard made of flowers warms his hand over a bonfire. Winter. Snow. Fantasy. In the style of Greg Rutkowski  ,elf
48151f5a-dc1d-51b0-a669-e8d266192e9c,"an astral elf that uses a long shiny sword to fight enemies, he also has a necklace  ",elf
d71e9f28-ef59-5aec-a13e-7d8f8405f15c,elon musk crying in the dark with rain and tears puring down his cheekls  ,elon musk
6266f3d0-7e97-53a4-8e8e-a17dc8674a9c,"Generate a Mr. Elon Reeve Musk transformed into a superhero and flew in space, driving a Tesla，In the White House, the co pilot is Biden  ",elon musk
1314e8c7-6605-5e3c-b814-0a25cf51a7d6,"elon musk, running down street, passing zombie, eating corn  ",elon musk
3b5e417b-e50a-57e4-b768-5dafdbe53c4e,elon musk as a president of usa  ,elon musk
55d6fdb8-f522-50d1-b3b5-b46ce855fafd,elon musk is giving speech  ,elon musk
f473533a-b3aa-5299-b438-edce39149ea8,"video of elon  mask  doing  ashly,s  challenge  ",elon musk
2a20d84b-7e2e-5a42-9fa6-1e77eb17b375,"Elon Musk inspects work while standing in front of the cybertruck, surrounded by employees  ",elon musk
d9f71fff-bc2d-5758-b82b-ed72c6b57a3f,Musk drives a Wuling Hongguang car at Tiananmen Square in Beijing  ,elon musk
c28563ad-c946-5ac3-88fc-1bee52e98ece,Elon Musk on Bullock cart  ,elon musk
7dfd6361-fa4e-5dd3-90bc-35507943ceb6,Musk  ,elon musk
cf68bb0d-ee91-5e41-b98a-e4e493fe892c,elvis pressley in sunglasses  with andrew tate  ,elvis
9d4907f1-a155-5747-9f81-18af5cb0b17c,"chibi Elvis glossy figurine, funko pop, full body, studio background, high contrast, ultra detailed realistic cinematic lighting, highly detailed, sharp focus, illustration, hyper-realistic, photorealistic painting, beautiful lighting, volumetric, 8K, product photo  ",elvis
ca80a388-d3b3-5600-bfa5-6176992df93c,"Lizzo dancing with Elvis while her backup dancers look shocked and scared,  intricate and detailed , 4k resolution,HD  --motion 2 --ar 16:9  ",elvis
48aaf0df-cb23-5e20-a651-e1a8018fe223,"a 1950s mod movie style, an airplane, Elvis Presley does karate  ",elvis
799265e8-0fb0-57d1-b01c-26b54456ddf8,elvis presley dancing explosively at rainbow road  ,elvis
214317a0-c87a-5919-8521-760e9a9e6a4e,Close up face shot of Elvis and Frank Sinatra finding out they&#39;re about to be abducted by aliens 1080p  ,elvis
fb7128f7-405a-5b72-b1c8-b62a9977c23b,elvis smiling  ,elvis
4111bd79-1738-5b3e-9f59-420fd5c58aaa,Elvis as a goth shaking his head and shaking his hair  ,elvis
7d8e18b4-73f7-5803-9764-739e4cd9f437,elvis presley dancing  ,elvis
e29d416d-c641-5bc5-acf1-edb7a890862d,Elvis Presley is a cyborg in pawn shop  ,elvis
5faa5a8e-88be-514b-a25e-04513991d4bd,kanye west&#39;s big stadium concert in anime style  ,eminem
c25e46c0-f0f4-51a5-a41b-3c2d195d6d72,"Eminem wearing a dress, photorealistic -ar 16:9  ",eminem
70523fe3-4e53-5dbc-bbce-52abac839c66,"Kanye West wearing sunglasses, a black dress shirt with short sleeves and blue jeans, and holding a microphone in his hands, shrugging his shoulders. Emoji figures such as <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""👍""
    title=""thumbsup""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f44d.svg"">, <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""👎""
    title=""thumbsdown""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f44e.svg"">, <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""😮""
    title=""open_mouth""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f62e.svg""> and <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""😡""
    title=""rage""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f621.svg""> are in the audience dancing in the background.  ",eminem
dd8a7d63-ca7d-5c18-9f7b-b7c9388ae598,"cinematic shot, kendrick lamar v radiohead, music video, 4k --neg motionless, bright  ",eminem
fe536790-697f-5b1a-9268-b800ac988e03,Eminem in a 80&#39;s sitcom in a bobsleigh crashing into a car in a driveway cinematic 4K  ,eminem
352a5b43-3b1d-5876-b51d-b9ee8f8f1b2b,"A graffiti-style background featuring Eminem&#39;s alter ego, Slim Shady, with bold and vibrant colors.  ",eminem
5a976abe-df1c-59b9-ab75-9b9ecbdfc480,Eminem as a burger king worker laughing at  the drive thru window cinematic 4k  ,eminem
5b9c095d-7a67-504f-9b28-bf038db19c9a,"Kanye West wearing sunglasses, a black dress shirt with short sleeves and blue jeans, and holding a microphone in his hands, shrugging his shoulders. The background screen is full of social media reaction emojis.  ",eminem
17b01315-83cd-53d0-beb2-62f77f3478ae,historic footage of kanye west battling a dragon in skyrim  ,eminem
326c2912-54df-55f3-b477-9a10592ad9c5,eminem rapping in a basement cinematic 4k horror movie  ,eminem
966fe6af-b107-5aa9-8f06-c8e0bcc9e968,ECU blinking eye  ,engine
803a5723-0454-5aa5-bc2f-088524e8e3c1,car engine power motion 4  ,engine
4fa14ab7-493e-5e40-a963-52c7b60e4374,the car starts  ,engine
cfc22a5d-8386-5c0b-8e73-7f91869a532d,close up of a prototype automobile with exposed engine on the back seat of the car -seed 9549198  ,engine
298c0c72-4e5a-5bd2-ba70-27edafcec43e,"airplane engine afterburner expelling flow,real, 4k, cinematic, realistic high detail.  ",engine
07c75101-b06e-5ddd-82a1-fd171adc59e7,"turbo charger rotates fast inside the hood, maximum realistic, ar 16:9, motion 4  ",engine
59bf7fc6-2019-50ac-bcf6-2a70f7e0fcac,nitro car tuning  With chasis demoniac ultra red fashion derrapando y saltando con propulsores  ,engine
825fc3e5-df4b-52de-9f0b-91765e4cc9cd,A Close up of a match ingniting  ,engine
8b276b7f-0dcd-5f03-b725-9b0a92642254,somethign being accelerated by a jet engine made of scraps  ,engine
157a4146-a7a8-56e2-ab27-e650af27196a,video of the internal combustion engine with an explanation of how it works  ,engine
d21429be-3d96-5e07-9fcb-d71632aa2a38,"Oprah Winfrey, swimsuit, doing squats on the beach  ",exercise
b5fd9f94-7471-5894-952a-f3aa87080cc5,"a spy exchanging a bottle of white plastic vitamins with another spy in a gym, dark, dramatic, cinematic settings. -ar 9:16  ",exercise
7cc79910-6d40-53f1-b804-7444cbad5455,gym  ,exercise
8694ffa4-6616-56e2-a187-c4d66a630771,"&quot;A shirtless muscular male person exercising in a gym, doing pull-ups on a bar, hanging and going up and down, with a slightly blurred background centered on the man, lasting for 15 seconds.&quot;  ",exercise
29968f04-3e8f-5dd1-a7f5-3fad6a0c20a8,"person doing leg press,4k,realistic  ",exercise
39ba3e17-9760-551c-823d-6a765fcea5f3,A person is doing aerobics -seed 2600873  ,exercise
bcff3794-7e1e-5406-83f9-52f8bb26ad9f,moose in the gym doing gymnastics  ,exercise
4e1ee058-57d7-5ca4-b452-a346e23a286e,close up side view of arm doing a dumbbell curl at the gym  ,exercise
8a230387-945f-5667-97cb-94ec1c8128cd,boy staying  in the dance jim  Message: 1 Attachment  ,exercise
298575c7-addf-513f-a4f6-dd62077f5f90,"The sunny boy is running in the gym, sweat flowing down his forehead. He focuses on his breathing and enjoys the joy and challenge of exercise.  ",exercise
e519940d-9976-57ea-9310-f74bfac68289,"nuclear bomb explosion in hong kong victoria habour, hong kong skyline  ",explosion
ab94f601-edcd-5a01-81d8-67f3e5aafc2d,Different colors come together and fuse and explode  ,explosion
d713a395-893a-5f65-8d1c-c886c7c5d372,"champain cork flying out of the bottle, cinematic, 80s, -motion 4  ",explosion
ec26d538-6506-5b41-9753-0db6e4100644,"The view from space of the planet is known for the explosion of a nuclear bomb, an explosive wave encircles the globe  ",explosion
c61e5103-7e61-5fbe-84eb-4bd4719b441a,Bathroom Stall getting exploded to space. Abstract color and line work. Dimension Square  ,explosion
8c630b0a-06b8-519e-8fca-515e5b028150,Supernova exploding in space  ,explosion
a9cd953f-f758-5cf5-ab96-df8da1178d8a,"a city made of bismuth exploding, dynamic scene, cinematic shot, cinematic lighting, massive scale  ",explosion
b84b983a-d9ab-55cb-9b9f-9c11e9775a89,"a magic shock wave of blue energy in a building, smashing windows, cracking walls and making people get flung backwards  ",explosion
cf244175-0406-57e3-9827-65159bde1c17,city buildings exploding -gs 8  ,explosion
bc5a5862-b4e3-5f60-8481-39813c4fe729,blast in police car  ,explosion
d3372898-8a09-5412-a7b1-a82ee89575eb,Close-up of normal glasses  ,eye
b90f78f7-b300-5633-9d6c-17b1477dfefa,"Super macro shot of womans blue eye, Cinematic camera,  photorealistic,  photography,  ",eye
7e46013a-2d87-5d09-adeb-81102d846211,human eye iris expanding due to drug effect  ,eye
8806196d-bc4f-502c-a3b4-479872d1d8bb,add glasses on the guy  ,eye
25eeffbe-6b8a-57f4-b063-e90cba863834,purple eye  ,eye
376aba6f-9405-5f0e-9e98-55ce48f40ae0,close up of insect eyes  ,eye
c14ae23b-d3de-581d-bc88-9e3c4930fee0,"pupil spread and shrink, camera dive into nerves of the eye, Blade runner movie style  ",eye
4c2df9c7-b0af-57e7-b748-2ad1c994ced7,ancient popular indian eye specialist doctor is treating a blind lady cinematic animation  ,eye
8d1750d2-7dae-52de-9ade-8cf838498589,Show a glimmer of hope in the eye.  ,eye
25a74235-b9b9-5b4f-ad14-f6546539ba18,strange yellow eyes appear behind the branch of a plant -motion 3 -ar 1:1  ,eye
f8298f40-5ca5-59eb-b58c-07495addd6a6,add movement but keep face still  ,face
aecadc5b-3467-5fbd-8b35-f601c99825c8,"children in yellow rain coats have their faces morphed into Aphex Twin.   -motion 3 -gs 5 -neg erratic transformation, distorted -camera rotate cw -ar 9:16  ",face
71e93942-89a8-5161-ad74-60ca61941c51,MOVE EYES  ,face
4a54aecc-3c25-508e-8357-d3027508ce25,"Lily, wearing a flower crown and a playful expression, as Mia paints her face with bright, whimsical patterns using a paintbrush.  ",face
57a35893-4028-5e5b-b65b-01481915cb6d,"masterpiece, beautiful humanoid face, smiling, add bubbles motion, beautiful eyes, filmic, dark, scary, beautiful faces - 21:9  ",face
ac52386b-ae2a-5fcd-82d4-2b31a658b102,No Face in the style of Spirited Away  ,face
05b0800b-c069-5df3-a458-e1879601319f,"computer morphing face of politician, two screens, laboratory  ",face
ae749bd5-d464-5ea5-8110-d30d054ec32d,a creepy and scary morphing face closeup of an evil biomechanical hornet xenomorph in the artistic style of HR Giger -gs 24  -motion 4 -rotate  ,face
09790637-8a3f-5ce4-8c85-98b12034cd64,"rotation_video wise 360 degrees over a span of 10 seconds with a smooth and gradual transition. Begin with the face positioned upright, and then slowly initiate the rotation, making sure to capture the nuances of the facial expression throughout the entire rotation. Use soft and diffused lighting to accentuate the contours of the face, and maintain a neutral background to keep the focus on the rotating face. Apply a subtle motion blur effect to achieve a seamless and visually pleasing rotation. The resulting video should exude an elegant and hypnotic quality, emphasizing the grace of the rotation while highlighting the unique features of the face.  ",face
ac126b8e-10dd-58e1-890f-2164995da842,coloured paint yellow blue pink dripping down a crazy womans face  ,face
10435513-bd6b-51bd-b68b-f341e550a5f1,Football fan group with red and dark blue flag goes to the stadium by bus  ,fan
ee1cfb84-88a2-593a-9353-c6477d0e6813,fan spinning high speed  ,fan
311ab023-3cba-5f58-afa0-b559543d8d61,UHD 8K 4K extreme hyper realistic old electric fan during sunset in a scorching hot bedroom in the style of an a horror movie -ar 16:9  ,fan
8d20f220-d711-5cd7-9039-3fabc7b4fb04,studio ghibli style animated video of a ceiling fan circulating hot air (red color) and cold air (blue color)  ,fan
24da2665-bbe7-53d8-9bd8-8fba09c47caf,"<a href=""https://cdn.midjourney.com/90f00b5a-ba8f-4df1-9fef-7ea4298e2004/0_1_384_N.webp"">https://cdn.midjourney.com/90f00b5a-ba8f-4df1-9fef-7ea4298e2004/0_1_384_N.webp</a> a spinning fan  ",fan
e31d9a12-1efd-548d-a3d8-7aff8095be01,fan art  ,fan
d0e09c9f-384a-592e-83f1-b5d505fc29c0,Malcolm Glazer as the the devil  ,fan
7f30d95b-3b7f-5cc3-a927-e859e2eb9a6e,Vegeta Drinking With Chichi Undressed (Dragon Ball Super) Style  ,fan
9aa9756c-4a12-54e5-a3db-173881a209d9,"a young skinny  Indian man in his 20s proudly rips off his button down shirt like Superman, to reveal a Dallas cowboys jersey underneath  ",fan
8dc17201-1e69-5dcb-84a1-166fbe25e317,Guy wearing aTravis Kelce chiefs Jersey  ,fan
13e3c993-bcf7-5c9b-97aa-44df2d93124b,"create a video featuring a young farmer and a young boy, on a Fendt Vario tractor, showing scenes from a Farming Simulator 22 style farm, Romantic trailer.  -16:9 -motion 2  ",farm
20c0b9f8-525d-5adf-87fb-ffcdaff7f162,"Raju and his father working together in the field, harvesting a bountiful crop.  ",farm
5559efcf-99b6-5b31-a7ce-ce2e38e22be3,Disney style  farmer man and his wife live in a poor house  ,farm
5b4c1f72-c3cf-542a-a13a-f395cb77eadb,"cucumber farm, 16:9,-camera pan right  ",farm
c623403b-432b-5bd5-87ab-5c316cee50ca,factory farm  Message: 1 Attachment  ,farm
